nomcreateur,datenaissance,datemort,nationalité,lieunaissance,lieumort,mouvement
William Turner,1775-04-23T00:00:00Z,1851-12-19T00:00:00Z,"royaume de Grande-Bretagne,royaume de Grande-Bretagne,Royaume-Uni de Grande-Bretagne et d'Irlande,Royaume-Uni de Grande-Bretagne et d'Irlande",Maiden Lane,Cheyne Walk,romantisme
Nicolas François Octave Tassaert,1800-07-26T00:00:00Z,1874-04-24T00:00:00Z,"France,France",Paris,14e arrondissement de Paris,
Max Ernst,1891-04-02T00:00:00Z,1976-04-01T00:00:00Z,"États-Unis,France,Cuba,États-Unis,France,Cuba",Brühl,Paris,Dada
James Ensor,1860-04-13T00:00:00Z,1949-11-19T00:00:00Z,Belgique,Ostende,Ostende,expressionnisme
Nicolas Baudesson,1611-12-06T00:00:00Z,1680-09-04T00:00:00Z,France,Troyes,Paris,
Antoine Dieu,1662-01-01T00:00:00Z,1727-04-12T00:00:00Z,France,Paris,Paris,
Fernand Sabatté,1874-05-14T00:00:00Z,1940-10-22T00:00:00Z,France,Aiguillon,Chamigny,
Hubert-Denis Etcheverry,1867-09-21T00:00:00Z,1952-04-03T00:00:00Z,France,Bayonne,Bayonne,Art déco
Jean-Auguste-Dominique Ingres,1780-08-29T00:00:00Z,1867-01-14T00:00:00Z,"France,France",Montauban,Paris,néo-classicisme
Albert-Ernest Carrier-Belleuse,1824-06-12T00:00:00Z,1887-06-03T00:00:00Z,France,Anizy-le-Château,Sèvres,
Léon Carré,1878-06-23T00:00:00Z,1942-12-02T00:00:00Z,France,Granville,Alger,orientalisme
Charles Chaplin,1825-06-08T00:00:00Z,1891-01-30T00:00:00Z,"France,Royaume-Uni de Grande-Bretagne et d'Irlande",Les Andelys,Paris,
Joseph-Félix Bouchor,1853-09-15T00:00:00Z,1937-10-27T00:00:00Z,France,Paris,Paris,
Clément Boulanger,1805-01-01T00:00:00Z,1842-09-28T00:00:00Z,France,Paris,Manisa,
Albert Rigolot,1862-11-28T00:00:00Z,1932-04-25T00:00:00Z,France,14e arrondissement de Paris,Paris,orientalisme
Henry Cros,1840-11-16T00:00:00Z,1907-01-31T00:00:00Z,France,Narbonne,Sèvres,
Frank Myers Boggs,1855-12-06T00:00:00Z,1926-08-08T00:00:00Z,France,Springfield,Meudon,
Jheronimus Bosch,1450-01-01T00:00:00Z,1516-08-01T00:00:00Z,Pays-Bas méridionaux,Bois-le-Duc,Bois-le-Duc,Primitif flamand
Ludovic-Napoléon Lepic,1839-12-17T00:00:00Z,1889-10-27T00:00:00Z,France,Paris,Paris,impressionnisme
Antoine Pesne,1683-05-29T00:00:00Z,1757-08-05T00:00:00Z,"France,France",Paris,Berlin,rococo
Ambroise Dubois,1542-01-01T00:00:00Z,1614-01-29T00:00:00Z,"France,Pays-Bas méridionaux",Anvers,Fontainebleau,
Charles-François Hutin,1715-07-04T00:00:00Z,1776-07-29T00:00:00Z,France,Paris,Dresde,
Jean-Baptiste Stouf,1742-01-01T00:00:00Z,1826-07-01T00:00:00Z,France,Paris,Charenton-le-Pont,
Joseph Chinard,1756-02-12T00:00:00Z,1813-06-20T00:00:00Z,France,Lyon,Lyon,néo-classicisme
Jean Ier Restout,1666-11-15T00:00:00Z,1702-10-20T00:00:00Z,"France,France,France,France",Caen,Rouen,
Jean-Baptiste Carpeaux,1827-05-11T00:00:00Z,1875-10-12T00:00:00Z,France,Valenciennes,Courbevoie,romantisme
François-Armand Fréret,,,France,,,
François Lafon,1846-07-13T00:00:00Z,1913-04-10T00:00:00Z,France,ancien 11e arrondissement de Paris,Neuilly-sur-Seine,art académique
Henry Scheffer,1798-09-25T00:00:00Z,1862-03-15T00:00:00Z,France,La Haye,Paris,romantisme
Guillaume Voiriot,1713-11-20T00:00:00Z,1799-11-30T00:00:00Z,France,Paris,Paris,
Joseph Guichard,1806-11-14T00:00:00Z,1880-05-31T00:00:00Z,France,Lyon,Lyon,
Tiziano Vecellio,1490-01-01T00:00:00Z,1576-09-06T00:00:00Z,"république de Venise,république de Venise",Pieve di Cadore,Venise,École vénitienne
Jacques Linard,1590-01-01T00:00:00Z,1645-01-01T00:00:00Z,France,Troyes,10e arrondissement de Paris,
François-Auguste Biard,1799-06-29T00:00:00Z,1882-06-20T00:00:00Z,France,Lyon,Fontainebleau,
Eugène Isabey,1803-07-22T00:00:00Z,1886-04-25T00:00:00Z,France,Paris,Montévrain,romantisme
Louis-François Lejeune,1775-02-03T00:00:00Z,1848-02-29T00:00:00Z,France,Strasbourg,Toulouse,
Maître du Parement de Narbonne,,,France,,,gothique international
Albert Dubois-Pillet,1846-10-28T00:00:00Z,1890-08-18T00:00:00Z,France,Paris,Le Puy-en-Velay,pointillisme
Félix Ziem,1821-02-26T00:00:00Z,1911-11-10T00:00:00Z,France,Beaune,Paris,École de Barbizon
Gustave Boulanger,1824-04-25T00:00:00Z,1888-09-23T00:00:00Z,"France,France",Paris,Paris,orientalisme
Henri-Alfred Jacquemart,1824-02-24T00:00:00Z,1896-01-04T00:00:00Z,France,Paris,Paris,
Auguste Herbin,1882-04-29T00:00:00Z,1960-01-31T00:00:00Z,France,Quiévy,Paris,cubisme
Henri-Lucien Doucet,1856-08-23T00:00:00Z,1895-12-30T00:00:00Z,France,Paris,16e arrondissement de Paris,
Hubert Robert,1733-05-22T00:00:00Z,1808-04-15T00:00:00Z,France,Paris,Paris,préromantisme
Anton Graff,1736-11-18T00:00:00Z,1813-06-22T00:00:00Z,"Suisse,Allemagne",Winterthour,Dresde,néo-classicisme
Jean-Paul Aubé,1837-07-03T00:00:00Z,1916-08-23T00:00:00Z,France,Longwy,Capbreton,
Pierre-Jacques Cazes,1676-01-01T00:00:00Z,1754-06-25T00:00:00Z,France,Paris,Paris,
Simon-Joseph-Alexandre-Clément Denis,1755-04-14T00:00:00Z,1813-01-01T00:00:00Z,Pays-Bas méridionaux,Anvers,Naples,
Anne Vallayer-Coster,1744-12-21T00:00:00Z,1818-02-28T00:00:00Z,"France,royaume de Grande-Bretagne,Royaume-Uni de Grande-Bretagne et d'Irlande",Paris,Paris,
Giuseppe Maria Crespi,1665-03-16T00:00:00Z,1747-07-16T00:00:00Z,"États pontificaux,États pontificaux",Bologne,Bologne,
Jacques Gruber,1870-01-25T00:00:00Z,1943-02-15T00:00:00Z,France,Sundhouse,Paris,École de Nancy
Pierre-Nicolas Beauvallet,1750-06-21T00:00:00Z,1818-04-15T00:00:00Z,France,Le Havre,Paris,
Georges Moreau de Tours,1848-04-04T00:00:00Z,1901-01-12T00:00:00Z,"France,France,France,France",Ivry-sur-Seine,Bois-le-Roi,
Jules Rispal,1871-02-12T00:00:00Z,1910-01-21T00:00:00Z,France,Bordeaux,Lège-Cap-Ferret,
Albrecht Dürer,1471-05-30T00:00:00Z,1528-04-16T00:00:00Z,Duché de Bavière,Nuremberg,Nuremberg,Renaissance allemande
Fernand Khnopff,1858-09-12T00:00:00Z,1921-11-12T00:00:00Z,"Belgique,Belgique,Belgique,Belgique",Grembergen,Bruxelles,symbolisme
Robert Henri,1865-06-24T00:00:00Z,1929-07-12T00:00:00Z,"États-Unis,États-Unis",Cincinnati,New York,réalisme
François Lemoyne,1688-01-01T00:00:00Z,1737-06-04T00:00:00Z,France,Paris,Paris,rococo
Louis Béroud,1852-01-17T00:00:00Z,1930-10-09T00:00:00Z,France,Lyon,Paris,
Jean-Auguste Barre,1811-09-25T00:00:00Z,1896-02-04T00:00:00Z,France,Paris,Paris,
Mariano Fortuny,1838-07-11T00:00:00Z,1874-11-21T00:00:00Z,"Espagne,Espagne",Reus,Rome,orientalisme
Jean II Restout,1692-03-26T00:00:00Z,1768-01-01T00:00:00Z,France,Rouen,Paris,rococo
Suzanne Valadon,1865-09-23T00:00:00Z,1938-04-19T00:00:00Z,"France,France,France,France",Bessines-sur-Gartempe,Paris,symbolisme
François Truphème,1820-03-23T00:00:00Z,1888-01-22T00:00:00Z,France,Aix-en-Provence,Paris,
Charles-Louis Corbet,1758-01-26T00:00:00Z,1808-12-10T00:00:00Z,France,Douai,Paris,
François Joseph Girot,1873-08-25T00:00:00Z,1916-05-07T00:00:00Z,France,Grenoble,Dugny-sur-Meuse,
Jan Maelwael,1370-01-01T00:00:00Z,1415-03-01T00:00:00Z,France,Nimègue,Dijon,
Adolphe Roehn,1780-03-05T00:00:00Z,1867-10-19T00:00:00Z,France,Paris,Malakoff,
Eustache Le Sueur,1616-11-19T00:00:00Z,1655-04-30T00:00:00Z,France,Paris,Paris,baroque
Gustave Courbet,1819-06-10T00:00:00Z,1877-12-31T00:00:00Z,France,Ornans,La Tour-de-Peilz,réalisme
Gustave Courbet,1819-06-10T00:00:00Z,1877-12-31T00:00:00Z,"France,France",Ornans,La Tour-de-Peilz,réalisme
Giovanni Girolamo Savoldo,1480-01-01T00:00:00Z,1548-01-01T00:00:00Z,république de Venise,Brescia,Venise,
Charles Landelle,1821-06-02T00:00:00Z,1908-12-13T00:00:00Z,"France,France,France,France",Laval,Chennevières-sur-Marne,
William Rothenstein,1872-01-29T00:00:00Z,1945-02-14T00:00:00Z,"Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Bradford,Londres,
Thomas Lawrence,1769-04-13T00:00:00Z,1830-01-07T00:00:00Z,"royaume de Grande-Bretagne,Royaume-Uni de Grande-Bretagne et d'Irlande",Bristol,Londres,romantisme
Nikolai Vladimirovich Stael von Holstein,1914-01-05T00:00:00Z,1955-03-16T00:00:00Z,"France,Empire russe",Saint-Pétersbourg,Antibes,art abstrait
Blanche Hoschedé,1865-11-10T00:00:00Z,1947-12-08T00:00:00Z,France,10e arrondissement de Paris,Giverny,
Adolphe Péterelle,1874-06-26T00:00:00Z,1947-10-27T00:00:00Z,France,Genève,Paris,
Hippolyte Maindron,1801-12-16T00:00:00Z,1884-03-21T00:00:00Z,France,Champtoceaux,6e arrondissement de Paris,
Giovanni Battista Piazzetta,1683-02-13T00:00:00Z,1754-04-29T00:00:00Z,"république de Venise,république de Venise,république de Venise,république de Venise",Venise,Venise,
Jules Girardet,1856-04-10T00:00:00Z,1938-01-25T00:00:00Z,France,Paris,Paris,
Paul Chabas,1869-03-07T00:00:00Z,1937-05-10T00:00:00Z,France,Nantes,Paris,
Winslow Homer,1836-02-24T00:00:00Z,1910-09-29T00:00:00Z,États-Unis,Boston,Maine,réalisme
Charles Monginot,1825-09-24T00:00:00Z,1900-09-16T00:00:00Z,France,Brienne-le-Château,Dienville,
Charles-Antoine Bridan,1730-07-31T00:00:00Z,1805-04-28T00:00:00Z,France,Ravières,Paris,
Karl Girardet,1813-05-07T00:00:00Z,1871-04-24T00:00:00Z,"France,France,Suisse,Suisse,France,France,Suisse,Suisse",Le Locle,Versailles,
François Anguier,1604-01-01T00:00:00Z,1669-01-01T00:00:00Z,France,Eu,Paris,
François Anguier,1604-01-01T00:00:00Z,1669-01-01T00:00:00Z,"France,France",Eu,Paris,
François Mulard,1769-11-13T00:00:00Z,1850-05-10T00:00:00Z,France,Paris,Paris,
Adolphe Martial Potémont,1828-02-10T00:00:00Z,1883-10-14T00:00:00Z,France,Paris,Paris,
Ferdinand Georg Waldmüller,1793-01-15T00:00:00Z,1865-08-23T00:00:00Z,Autriche,Vienne,Hinterbrühl,
Jean Hélion,1904-04-21T00:00:00Z,1987-10-27T00:00:00Z,France,Couterne,Paris,
Charles Hoffbauer,1875-06-28T00:00:00Z,1957-07-26T00:00:00Z,"États-Unis,États-Unis,France,France",Paris,Boston,
Claude Monet,1840-11-14T00:00:00Z,1926-12-05T00:00:00Z,France,Paris,Giverny,impressionnisme
Georges Paul Leroux,1877-08-03T00:00:00Z,1957-02-16T00:00:00Z,France,6e arrondissement de Paris,Meudon,
Jean Baptiste Joseph De Bay père,1779-10-16T00:00:00Z,1863-06-14T00:00:00Z,France,Malines,Paris,
Rembrandt Harmenszoon van Rijn,1606-07-15T00:00:00Z,1669-10-04T00:00:00Z,Provinces-Unies,Leiden,Amsterdam,âge d'or de la peinture néerlandaise
Achille Devéria,1800-02-06T00:00:00Z,1857-12-23T00:00:00Z,France,Paris,Paris,romantisme
Antoine Rivalz,1667-03-12T00:00:00Z,1735-12-11T00:00:00Z,France,Toulouse,Toulouse,
Eugène Joseph Verboeckhoven,1799-06-08T00:00:00Z,1881-01-19T00:00:00Z,Belgique,Warneton,Schaerbeek,
Guillaume Coustou,1716-03-19T00:00:00Z,1777-07-13T00:00:00Z,France,Paris,Paris,baroque
Félix-Joseph Barrias,1822-09-13T00:00:00Z,1907-01-25T00:00:00Z,France,Paris,9e arrondissement de Paris,
Leopold von Kalckreuth,1855-05-15T00:00:00Z,1928-12-01T00:00:00Z,Allemagne,Düsseldorf,Seevetal,
Jacob van Ruisdael,1628-01-01T00:00:00Z,1682-06-14T00:00:00Z,"Pays-Bas,Pays-Bas,Pays-Bas",Haarlem,Haarlem,peinture baroque
Corneille Van Clève,1645-06-10T00:00:00Z,1732-12-30T00:00:00Z,France,Paris,Paris,
Ford Madox Brown,1821-04-16T00:00:00Z,1893-10-11T00:00:00Z,"Royaume-Uni,Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande,Royaume-Uni de Grande-Bretagne et d'Irlande",Calais,Londres,préraphaélisme
Eugène Martel,1869-01-01T00:00:00Z,1947-01-01T00:00:00Z,France,Revest-du-Bion,Bollène,
Olivier Debré,1920-04-14T00:00:00Z,1999-06-01T00:00:00Z,France,Paris,Paris,abstraction lyrique
Jean-Joseph Taillasson,1745-07-06T00:00:00Z,1809-11-21T00:00:00Z,France,Bordeaux,Paris,
Jean Raoux,1677-06-12T00:00:00Z,1734-02-10T00:00:00Z,royaume de France,Montpellier,Paris,
Joseph Ferdinand Boissard de Boisdenier,1813-03-04T00:00:00Z,1866-12-01T00:00:00Z,France,Châteauroux,Paris,romantisme
Théodore Rousseau,1812-04-15T00:00:00Z,1867-12-22T00:00:00Z,France,Paris,Barbizon,École de Barbizon
Noël Nicolas Coypel,1690-11-17T00:00:00Z,1734-12-14T00:00:00Z,France,Paris,Paris,
Marie Bashkirtseff,1860-11-23T00:00:00Z,1884-11-12T00:00:00Z,"France,France,France,France,Empire russe,Empire russe,Empire russe,Empire russe",Dykanka,Paris,réalisme
Auguste Charles La Berge,1807-05-17T00:00:00Z,1842-01-27T00:00:00Z,"France,France,France,France",Paris,Paris,
Johann Heinrich Füssli,1741-02-07T00:00:00Z,1825-04-16T00:00:00Z,"Suisse,Suisse,Royaume-Uni,Royaume-Uni,Suisse,Suisse,Royaume-Uni,Royaume-Uni,Suisse,Suisse,Royaume-Uni,Royaume-Uni",Zurich,Putney,néo-classicisme
Claude Lefèbvre,1632-09-01T00:00:00Z,1675-04-25T00:00:00Z,"France,France",Fontainebleau,Paris,
François Bouchot,1800-11-29T00:00:00Z,1842-02-07T00:00:00Z,France,Paris,Paris,
Armand Point,1860-03-23T00:00:00Z,1932-02-06T00:00:00Z,France,Alger,Naples,symbolisme
Alexis-Joseph Mazerolle,1826-06-29T00:00:00Z,1889-05-29T00:00:00Z,France,Paris,Paris,
Jean Marcellin,1821-05-24T00:00:00Z,1884-06-22T00:00:00Z,France,Gap,Paris,
Jean-Jacques Henner,1829-03-15T00:00:00Z,1905-07-23T00:00:00Z,France,Bernwiller,Paris,
Alphonse de Neuville,1836-05-31T00:00:00Z,1885-05-19T00:00:00Z,France,Saint-Omer,Paris,art académique
Ligier Richier,1500-09-15T00:00:00Z,1567-01-01T00:00:00Z,France,Saint-Mihiel,Genève,
Charles Dufresne,1876-11-23T00:00:00Z,1938-08-08T00:00:00Z,France,Millemont,La Seyne-sur-Mer,orientalisme
François Rude,1784-01-04T00:00:00Z,1855-11-03T00:00:00Z,France,Dijon,Paris,
Pierre Le Gros le jeune,1666-04-12T00:00:00Z,1719-05-03T00:00:00Z,France,Paris,Rome,baroque
Jean-Baptiste Mauzaisse,1784-11-01T00:00:00Z,1844-11-15T00:00:00Z,France,Corbeil-Essonnes,Paris,
Domenico Ghirlandaio,1448-06-11T00:00:00Z,1494-01-20T00:00:00Z,République florentine,Florence,Florence,Renaissance italienne
Charles Joseph Lenoir,1844-12-16T00:00:00Z,1899-06-17T00:00:00Z,France,Paris,Rennes,
Jean-Baptiste Jouvenet,1644-04-01T00:00:00Z,1717-04-05T00:00:00Z,France,Rouen,Paris,
Jean Hey,,,"France,duché de Bourgogne",,,
Philippe-Auguste Hennequin,1762-08-10T00:00:00Z,1833-05-12T00:00:00Z,France,Lyon,Leuze-en-Hainaut,
Jean-Jacques Caffieri,1725-04-29T00:00:00Z,1792-06-22T00:00:00Z,France,Paris,Paris,
Georges-Pierre Seurat,1859-12-02T00:00:00Z,1891-03-29T00:00:00Z,"France,France",Paris,Paris,impressionnisme
Jacques-François Delyen,1684-07-20T00:00:00Z,1761-03-03T00:00:00Z,comté de Flandre,Gand,Paris,
Joseph Parrocel,1646-10-03T00:00:00Z,1704-03-01T00:00:00Z,France,Brignoles,Paris,
Camille Roqueplan,1803-02-18T00:00:00Z,1855-09-30T00:00:00Z,"France,France,France",Mallemort,Paris,romantisme
Jean-Joseph Ansiaux,1764-01-01T00:00:00Z,1840-10-20T00:00:00Z,"Pays-Bas,France",Liège,Paris,
Osman Hamdi Bey,1842-12-30T00:00:00Z,1910-02-24T00:00:00Z,Empire ottoman,Istanbul,Istanbul,
François-Frédéric Lemot,1771-11-04T00:00:00Z,1827-05-06T00:00:00Z,France,Lyon,Paris,
Eugène Girardet,1853-05-31T00:00:00Z,1907-05-05T00:00:00Z,France,Paris,Paris,orientalisme
Germain David-Nillet,1861-12-04T00:00:00Z,1932-10-12T00:00:00Z,France,Paris,Paris,
Henri Evenepoel,1872-10-03T00:00:00Z,1899-12-27T00:00:00Z,"Belgique,Belgique,Belgique,Belgique,France,France,France,France",Nice,Paris,
Jacques-Edme Dumont,1761-04-10T00:00:00Z,1844-02-21T00:00:00Z,France,Paris,Paris,
Jean-Baptiste Monnoyer,1636-01-12T00:00:00Z,1699-02-20T00:00:00Z,France,Lille,Londres,
Gillot Saint-Evre,1791-01-01T00:00:00Z,1858-01-01T00:00:00Z,France,Boult-sur-Suippe,Paris,
Jean Broc,1771-12-16T00:00:00Z,1850-01-01T00:00:00Z,France,Montignac-Lascaux,Empire russe,
Juan de Juanes,1510-01-01T00:00:00Z,1579-12-21T00:00:00Z,"Espagne,Espagne",Valence,Bocairent,
Melchior d'Hondecoeter,1636-01-01T00:00:00Z,1695-04-03T00:00:00Z,Pays-Bas,Utrecht,Amsterdam,
Arnold Böcklin,1827-10-16T00:00:00Z,1901-01-16T00:00:00Z,"Suisse,Suisse",Bâle,couvent San Domenico,symbolisme
Raymond Duchamp-Villon,1876-11-05T00:00:00Z,1918-10-07T00:00:00Z,France,Rouen,Cannes,cubisme
Jean-Louis Jaley,1802-01-27T00:00:00Z,1866-05-30T00:00:00Z,France,Paris,Neuilly-sur-Seine,
Louis Tocqué,1696-11-19T00:00:00Z,1772-02-10T00:00:00Z,France,Paris,Paris,
Eugène Faure,1822-07-14T00:00:00Z,1878-12-24T00:00:00Z,France,Seyssinet-Pariset,Bourg-Saint-Andéol,art académique
Nicolas Gosse,1787-10-02T00:00:00Z,1878-02-09T00:00:00Z,France,Paris,Soncourt-sur-Marne,
Louis Étienne Watelet,1780-08-25T00:00:00Z,1866-06-21T00:00:00Z,France,Paris,Paris,
Edward Lear,1812-05-12T00:00:00Z,1888-01-29T00:00:00Z,Royaume-Uni de Grande-Bretagne et d'Irlande,Highgate,Sanremo,
Gustave Ricard,1823-09-01T00:00:00Z,1873-01-23T00:00:00Z,France,Marseille,Paris,
Auguste Couder,1789-04-01T00:00:00Z,1873-07-21T00:00:00Z,"France,France",Paris,Paris,
Émile Vernet-Lecomte,1821-03-15T00:00:00Z,1900-11-19T00:00:00Z,France,Paris,7e arrondissement de Paris,
Marià Fortuny,1838-07-11T00:00:00Z,1874-11-21T00:00:00Z,"Espagne,Espagne",Reus,Rome,orientalisme
Henri-Léopold Lévy,1840-09-23T00:00:00Z,1904-12-29T00:00:00Z,France,Nancy,18e arrondissement de Paris,
Charles Maurin,1856-04-01T00:00:00Z,1914-07-22T00:00:00Z,France,Le Puy-en-Velay,Grasse,
Munkácsy Mihály,1846-01-01T00:00:00Z,1900-05-01T00:00:00Z,"Hongrie,Hongrie,Hongrie,Hongrie,Hongrie,Hongrie",Moukatchevo,Endenich,
Nicolas Chaperon,1612-10-19T00:00:00Z,1656-01-01T00:00:00Z,France,Châteaudun,Rome,classicisme
Jean-Robert-Nicolas Lucas de Montigny,1747-01-01T00:00:00Z,1810-01-01T00:00:00Z,France,Rouen,Paris,
Henri Lemaire,1798-01-09T00:00:00Z,1880-08-02T00:00:00Z,France,Valenciennes,Paris,
Jules Breton,1827-05-01T00:00:00Z,1906-07-05T00:00:00Z,France,Courrières,Paris,réalisme
Jean Guillaume Moitte,1746-11-11T00:00:00Z,1810-05-02T00:00:00Z,France,Paris,Paris,
Prosper Marilhat,1811-03-26T00:00:00Z,1847-09-13T00:00:00Z,France,Vertaizon,Paris,Naturalisme
Théodore Gudin,1802-08-15T00:00:00Z,1880-04-11T00:00:00Z,France,Paris,Boulogne-Billancourt,
Robert Le Lorrain,1666-11-15T00:00:00Z,1743-06-01T00:00:00Z,France,Paris,Paris,baroque
Charles Antoine Callamard,1776-01-01T00:00:00Z,1815-08-16T00:00:00Z,"France,France",Paris,Paris,
Eugène Lawrence Vail,1857-09-29T00:00:00Z,1934-12-25T00:00:00Z,France,Saint-Servan,7e arrondissement de Paris,
Antoine Vestier,1740-04-28T00:00:00Z,1824-12-24T00:00:00Z,France,Avallon,Paris,
Théophile Alexandre Steinlen,1859-11-10T00:00:00Z,1923-12-14T00:00:00Z,"Suisse,Suisse,France,France",Lausanne,18e arrondissement de Paris,Art nouveau
Hippolyte Bellangé,1800-01-17T00:00:00Z,1866-04-10T00:00:00Z,France,Paris,Paris,
Chaïm Soutine,1893-01-13T00:00:00Z,1943-08-09T00:00:00Z,"France,Empire russe,France,Empire russe",Smilavichy,16e arrondissement de Paris,expressionnisme
James Whistler,1834-07-11T00:00:00Z,1904-07-17T00:00:00Z,"États-Unis,États-Unis,États-Unis,États-Unis,Royaume-Uni,Royaume-Uni,Royaume-Uni,Royaume-Uni,États-Unis,États-Unis,États-Unis,États-Unis,Royaume-Uni,Royaume-Uni,Royaume-Uni,Royaume-Uni",Lowell,Chelsea,symbolisme
Antoine Durenne,1822-07-07T00:00:00Z,1895-01-01T00:00:00Z,France,Paris,Paris,
Ambroise Louis Garneray,1783-02-19T00:00:00Z,1857-09-11T00:00:00Z,France,Paris,Paris,romantisme
Ignacio Zuloaga,1870-07-26T00:00:00Z,1945-10-31T00:00:00Z,Espagne,Eibar,Madrid,
Franz Anton Maulbertsch,1724-06-07T00:00:00Z,1796-08-07T00:00:00Z,"Autriche,Allemagne,Autriche,Autriche,Autriche,Allemagne,Allemagne,Allemagne",Langenargen,Vienne,
Gabriel Ferrier,1847-09-29T00:00:00Z,1914-06-06T00:00:00Z,France,Nîmes,Paris,orientalisme
Philippe de Champaigne,1602-05-26T00:00:00Z,1674-08-12T00:00:00Z,"Pays-Bas,France,Pays-Bas,France",Bruxelles,Paris,classicisme
Philippe de Champaigne,1602-05-26T00:00:00Z,1674-08-12T00:00:00Z,"France,Pays-Bas,France,Pays-Bas",Bruxelles,Paris,classicisme
Gaspare Diziani,1689-01-24T00:00:00Z,1767-08-17T00:00:00Z,république de Venise,Belluno,Venise,
Jacob Jordaens,1593-05-19T00:00:00Z,1678-10-18T00:00:00Z,"Pays-Bas méridionaux,Pays-Bas méridionaux",Anvers,Anvers,baroque
Johannes Vermeer,1632-10-31T00:00:00Z,1675-12-15T00:00:00Z,"Provinces-Unies,Provinces-Unies",Delft,Delft,peinture baroque
Georges Rouget,1783-08-26T00:00:00Z,1869-04-09T00:00:00Z,France,Paris,Paris,néo-classicisme
René Princeteau,1843-07-18T00:00:00Z,1914-01-31T00:00:00Z,France,Libourne,Fronsac,
Louis Léopold Boilly,1761-07-05T00:00:00Z,1845-01-04T00:00:00Z,France,La Bassée,Paris,
Guillaume Dubufe,1853-05-16T00:00:00Z,1909-05-25T00:00:00Z,France,Paris,Buenos Aires,
Martin Ferdinand Quadal,1736-10-28T00:00:00Z,1811-01-01T00:00:00Z,"Autriche,Autriche,Autriche,Autriche,Autriche,Autriche",Měrovice nad Hanou,Saint-Pétersbourg,
Georges Rouault,1871-05-27T00:00:00Z,1958-02-13T00:00:00Z,France,Paris,Paris,expressionnisme
Γιάννης Κουνέλλης,1936-03-23T00:00:00Z,2017-02-16T00:00:00Z,"Italie,Grèce,royaume d'Italie",Le Pirée,Rome,Arte Povera
Daniel Dumonstier,1574-05-24T00:00:00Z,1646-06-22T00:00:00Z,France,Paris,Paris,
François Milhomme,1758-01-01T00:00:00Z,1823-01-01T00:00:00Z,France,Valenciennes,Paris,
Simon de Châlons,,,France,,,
齊白石,1864-01-01T00:00:00Z,1957-09-16T00:00:00Z,"République populaire de Chine,dynastie Qing,République de Chine",Xian de Xiangtan,Pékin,
Henri Pille,1844-01-04T00:00:00Z,1897-03-04T00:00:00Z,France,Essômes-sur-Marne,Paris,
Lucius Septimius Severus,0146-04-10T00:00:00Z,0211-02-04T00:00:00Z,"Rome antique,Rome antique",Leptis Magna,Eboracum,
Charles Cottet,1863-07-12T00:00:00Z,1925-09-20T00:00:00Z,France,Le Puy-en-Velay,14e arrondissement de Paris,postimpressionnisme
Bonaventure de Bar,1700-01-01T00:00:00Z,1729-09-01T00:00:00Z,France,Paris,Paris,
René Théodore Berthon,1776-07-17T00:00:00Z,1859-04-07T00:00:00Z,France,Tours,Paris,
Claude Verdot,1667-01-01T00:00:00Z,1733-12-19T00:00:00Z,France,Paris,Paris,
Carlo Dolci,1616-05-25T00:00:00Z,1686-01-17T00:00:00Z,Grand-duché de Toscane,Florence,Florence,baroque
Claude Gillot,1673-04-28T00:00:00Z,1722-05-04T00:00:00Z,"France,France",Langres,Paris,
Eberhart Keilhau,1624-01-01T00:00:00Z,1687-02-03T00:00:00Z,Danemark,Elseneur,Rome,
Adolphe-Félix Cals,1810-10-17T00:00:00Z,1880-10-03T00:00:00Z,France,Paris,Honfleur,École de Barbizon
Louis Hersent,1777-03-10T00:00:00Z,1860-10-02T00:00:00Z,France,Paris,Paris,
Fritz von Uhde,,,"Allemagne,Allemagne",,,impressionnisme
Vittore Carpaccio,1465-01-01T00:00:00Z,1526-01-01T00:00:00Z,république de Venise,Venise,Venise,
Jean-Jules-Antoine Lecomte du Nouÿ,1842-06-10T00:00:00Z,1923-02-19T00:00:00Z,"France,France",Paris,Paris,orientalisme
Jean André,1662-01-01T00:00:00Z,1753-04-14T00:00:00Z,France,Paris,Paris,
Raymond Quinsac Monvoisin,1794-08-03T00:00:00Z,1870-03-26T00:00:00Z,"France,France,France",Bordeaux,Boulogne-sur-Mer,
竹内栖鳳,1864-12-20T00:00:00Z,1942-08-23T00:00:00Z,Japon,Kyoto,Kyoto,Nihon-ga
Alphonse Muraton,,,France,,,
Thomas Eakins,1844-07-25T00:00:00Z,1916-06-25T00:00:00Z,États-Unis,Philadelphie,Philadelphie,réalisme
Denys Puech,1854-12-03T00:00:00Z,1942-12-09T00:00:00Z,France,Bozouls,Rodez,
Robert Delaunay,1885-04-12T00:00:00Z,1941-10-25T00:00:00Z,"France,France,France,France,France,France",Paris,Montpellier,néo-impressionnisme
Félix-Francois Georges Philibert Ziem,1821-02-26T00:00:00Z,1911-11-10T00:00:00Z,France,Beaune,Paris,École de Barbizon
Wenceslas Cobergher,1560-01-01T00:00:00Z,1634-11-23T00:00:00Z,Pays-Bas méridionaux,Anvers,Bruxelles,
Charles Cuisin,1814-03-23T00:00:00Z,1859-06-22T00:00:00Z,France,Paris,Troyes,
